# Observed solar radio flux at 10.7cm from <a href="http://www.spaceweather.ca/sx-eng.php">Space Weather Canada</a>
# F10.7 [sfu] 10.7cm flux density
# institution :: NRC-GNRC Canada
# references :: https://www.nrc-cnrc.gc.ca/eng/solutions/advisory/solar_weather_monitoring.html
# source_url :: ftp://ftp.geolab.nrcan.gc.ca/data/solar_flux/monthly_averages/solflux_monthly_average.txt
# contact :: ken.tapping@nrc-cnrc.gc.ca
# history :: retrieved Thu Oct  3 11:10:10 MEST 2019
# climexp_url :: http://climexp.knmi.nl/getinidices.cgi?solarradioflux
 1985   10      74.68    
 1985   11      74.24    
 1985   12      74.77    
 1986    1      73.25    
 1986    2      83.58    
 1986    3      77.02    
 1986    4      75.06    
 1986    5      72.61    
 1986    6      67.59    
 1986    7      70.21    
 1986    8      68.37    
 1986    9      68.71    
 1986   10      82.95    
 1986   11      77.14    
 1986   12      72.64    
 1987    1      72.51    
 1987    2      71.53    
 1987    3      74.01    
 1987    4      84.94    
 1987    5      87.78    
 1987    6      77.94    
 1987    7      84.25    
 1987    8      89.96    
 1987    9      86.08    
 1987   10      98.12    
 1987   11     101.23    
 1987   12      94.40    
 1988    1     108.02    
 1988    2     104.97    
 1988    3     114.92    
 1988    4     122.69    
 1988    5     115.24    
 1988    6     139.38    
 1988    7     152.67    
 1988    8     154.21    
 1988    9     152.54    
 1988   10     169.82    
 1988   11     156.18    
 1988   12     199.79    
 1989    1     235.38    
 1989    2     222.39    
 1989    3     205.07    
 1989    4     189.56    
 1989    5     190.14    
 1989    6     239.58    
 1989    7     181.86    
 1989    8     217.09    
 1989    9     225.90    
 1989   10     208.68    
 1989   11     235.13    
 1989   12     213.00    
 1990    1     210.06    
 1990    2     178.30    
 1990    3     188.81    
 1990    4     185.26    
 1990    5     189.71    
 1990    6     170.94    
 1990    7     180.71    
 1990    8     222.65    
 1990    9     177.38    
 1990   10     181.98    
 1990   11     184.26    
 1990   12     204.90    
 1991    1     229.36    
 1991    2     243.01    
 1991    3     229.98    
 1991    4     198.78    
 1991    5     190.29    
 1991    6     206.82    
 1991    7     211.97    
 1991    8     210.31    
 1991    9     180.60    
 1991   10     201.32    
 1991   11     171.99    
 1991   12     223.94    
 1992    1     217.59    
 1992    2     232.08    
 1992    3     171.29    
 1992    4     158.51    
 1992    5     125.37    
 1992    6     116.72    
 1992    7     132.17    
 1992    8     122.06    
 1992    9     116.81    
 1992   10     131.68    
 1992   11     145.24    
 1992   12     139.06    
 1993    1     121.01    
 1993    2     142.59    
 1993    3     136.42    
 1993    4     115.85    
 1993    5     112.35    
 1993    6     109.33    
 1993    7      98.99    
 1993    8      93.66    
 1993    9      87.03    
 1993   10     100.30    
 1993   11      95.92    
 1993   12     104.80    
 1994    1     115.00    
 1994    2      99.56    
 1994    3      90.42    
 1994    4      79.11    
 1994    5      79.90    
 1994    6      77.30    
 1994    7      80.52    
 1994    8      76.12    
 1994    9      79.06    
 1994   10      87.71    
 1994   11      80.89    
 1994   12      84.11    
 1995    1      82.61    
 1995    2      85.52    
 1995    3      85.00    
 1995    4      77.63    
 1995    5      75.43    
 1995    6      75.65    
 1995    7      73.85    
 1995    8      73.75    
 1995    9      71.93    
 1995   10      77.90    
 1995   11      74.20    
 1995   12      72.56    
 1996    1      74.52    
 1996    2      71.83    
 1996    3      70.67    
 1996    4      69.42    
 1996    5      70.13    
 1996    6      69.86    
 1996    7      71.36    
 1996    8      72.48    
 1996    9      69.45    
 1996   10      69.23    
 1996   11      79.06    
 1996   12      75.69    
 1997    1      73.59    
 1997    2      73.66    
 1997    3      73.26    
 1997    4      74.56    
 1997    5      74.74    
 1997    6      71.90    
 1997    7      71.25    
 1997    8      79.09    
 1997    9      96.07    
 1997   10      85.01    
 1997   11      98.97    
 1997   12      96.94    
 1998    1      92.70    
 1998    2      93.24    
 1998    3     109.09    
 1998    4     114.26    
 1998    5     107.15    
 1998    6     108.56    
 1998    7     113.89    
 1998    8     139.86    
 1998    9     138.02    
 1998   10     117.72    
 1998   11     139.93    
 1998   12     150.18    
 1999    1     141.74    
 1999    2     142.92    
 1999    3     122.05    
 1999    4     117.30    
 1999    5     148.46    
 1999    6     169.97    
 1999    7     164.68    
 1999    8     169.93    
 1999    9     135.78    
 1999   10     165.34    
 1999   11     191.93    
 1999   12     170.38    
 2000    1     158.72    
 2000    2     172.75    
 2000    3     208.82    
 2000    4     184.16    
 2000    5     191.04    
 2000    6     180.34    
 2000    7     205.50    
 2000    8     163.56    
 2000    9     182.77    
 2000   10     168.21    
 2000   11     180.64    
 2000   12     173.73    
 2001    1     167.50    
 2001    2     146.72    
 2001    3     178.14    
 2001    4     192.46    
 2001    5     147.52    
 2001    6     174.11    
 2001    7     131.72    
 2001    8     166.85    
 2001    9     234.08    
 2001   10     210.54    
 2001   11     214.57    
 2001   12     241.16    
 2002    1     227.62    
 2002    2     205.23    
 2002    3     180.70    
 2002    4     190.17    
 2002    5     179.46    
 2002    6     149.38    
 2002    7     176.70    
 2002    8     183.61    
 2002    9     176.33    
 2002   10     167.88    
 2002   11     169.37    
 2002   12     157.49    
 2003    1     143.73    
 2003    2     124.61    
 2003    3     132.29    
 2003    4     126.54    
 2003    5     123.26    
 2003    6     132.90    
 2003    7     128.03    
 2003    8     122.17    
 2003    9     112.67    
 2003   10     156.68    
 2003   11     148.88    
 2003   12     115.48    
 2004    1     113.90    
 2004    2     107.01    
 2004    3     112.27    
 2004    4     101.08    
 2004    5     100.02    
 2004    6      97.02    
 2004    7     120.23    
 2004    8     109.73    
 2004    9     104.44    
 2004   10     105.95    
 2004   11     115.83    
 2004   12      95.25    
 2005    1     102.86    
 2005    2      97.30    
 2005    3      90.04    
 2005    4      85.92    
 2005    5     101.65    
 2005    6      94.09    
 2005    7     100.64    
 2005    8      98.24    
 2005    9     109.55    
 2005   10      76.71    
 2005   11      86.38    
 2005   12      90.85    
 2006    1      83.32    
 2006    2      76.52    
 2006    3      75.50    
 2006    4      89.27    
 2006    5      80.83    
 2006    6      76.68    
 2006    7      75.88    
 2006    8      79.59    
 2006    9      78.02    
 2006   10      74.43    
 2006   11      86.43    
 2006   12      90.39    
 2007    1      83.76    
 2007    2      77.65    
 2007    3      72.24    
 2007    4      72.36    
 2007    5      74.36    
 2007    6      74.07    
 2007    7      71.48    
 2007    8      69.03    
 2007    9      66.98    
 2007   10      67.69    
 2007   11      69.39    
 2007   12      78.21    
 2008    1      74.02    
 2008    2      71.03    
 2008    3      72.99    
 2008    4      70.15    
 2008    5      68.32    
 2008    6      65.85    
 2008    7      65.67    
 2008    8      66.17    
 2008    9      67.00    
 2008   10      68.21    
 2008   11      68.53    
 2008   12      69.05    
 2009    1      69.70    
 2009    2      69.85    
 2009    3      69.10    
 2009    4      69.61    
 2009    5      70.35    
 2009    6      68.57    
 2009    7      68.19    
 2009    8      67.36    
 2009    9      70.32    
 2009   10      72.14    
 2009   11      73.66    
 2009   12      76.84    
 2010    1      81.31    
 2010    2      84.74    
 2010    3      82.96    
 2010    4      75.72    
 2010    5      73.63    
 2010    6      72.38    
 2010    7      79.60    
 2010    8      79.16    
 2010    9      80.95    
 2010   10      81.42    
 2010   11      82.56    
 2010   12      84.19    
 2011    1      83.39    
 2011    2      94.55    
 2011    3     124.26    
 2011    4     112.85    
 2011    5      95.68    
 2011    6      95.86    
 2011    7      94.34    
 2011    8     101.61    
 2011    9     135.27    
 2011   10     137.40    
 2011   11     153.50    
 2011   12     141.46    
 2012    1     134.79    
 2012    2     106.86    
 2012    3     115.71    
 2012    4     113.26    
 2012    5     121.40    
 2012    6     120.40    
 2012    7     137.81    
 2012    8     115.86    
 2012    9     123.40    
 2012   10     123.07    
 2012   11     121.15    
 2012   12     108.26    
 2013    1     126.83    
 2013    2     104.41    
 2013    3     111.36    
 2013    4     124.95    
 2013    5     131.43    
 2013    6     110.74    
 2013    7     115.53    
 2013    8     114.90    
 2013    9     102.83    
 2013   10     132.86    
 2013   11     148.78    
 2013   12     148.10    
 2014    1     162.69    
 2014    2     170.13    
 2014    3     150.50    
 2014    4     143.94    
 2014    5     130.11    
 2014    6     122.37    
 2014    7     137.90    
 2014    8     124.56    
 2014    9     146.57    
 2014   10     154.99    
 2014   11     155.74    
 2014   12     159.02    
 2015    1     142.00    
 2015    2     128.92    
 2015    3     126.89    
 2015    4     129.05    
 2015    5     120.05    
 2015    6     128.54    
 2015    7     107.00    
 2015    8     105.93    
 2015    9     101.99    
 2015   10     104.00    
 2015   11     109.68    
 2015   12     112.54    
 2016    1     103.64    
 2016    2     103.71    
 2016    3      91.43    
 2016    4      93.45    
 2016    5      93.36    
 2016    6      81.95    
 2016    7      86.31    
 2016    8      85.15    
 2016    9      87.45    
 2016   10      86.15    
 2016   11      78.58    
 2016   12      75.29    
 2017    1      77.37    
 2017    2      76.95    
 2017    3      74.69    
 2017    4      80.91    
 2017    5      73.60    
 2017    6      74.83    
 2017    7      77.58    
 2017    8      78.25    
 2017    9      95.49    
 2017   10      76.39    
 2017   11      72.28    
 2017   12      71.70    
 2018    1      70.01    
 2018    2      71.63    
 2018    3      68.26    
 2018    4      69.97    
 2018    5      70.95    
 2018    6      72.66    
 2018    7      69.61    
 2018    8      69.05    
 2018    9      68.17    
 2018   10      69.56    
 2018   11      69.02    
 2018   12      70.05    
 2019    1      71.58    
 2019    2      70.59    
 2019    3      71.52    
 2019    4      72.47    
 2019    5      71.32    
 2019    6      68.13    
 2019    7      67.25    
 2019    8      67.05    
